,artist,cp,section,song,type
9995,Lost Frequencies,"6,4,1",Chorus,Are You With Me,3 chord
9996,A Day To Remember,"6,4,1",Pre-Chorus and Chorus,Downfall Of Us All,3 chord
9997,A Day To Remember,"6,4,1",Intro and Verse,Downfall Of Us All,3 chord
9998,Pink Floyd,"6,4,1",Verse,Pigs Three Different Ones,3 chord
9999,Infected Mushroom feat Kelsy Karter,"6,4,1",Intro and Verse,Now is Gold,3 chord
10000,Joss Whedon,"6,4,1",Verse,Going Through The Motions,3 chord
10001,Kodaline,"6,4,1",Bridge,One Day,3 chord
10002,Journey,"6,4,1",Bridge,Lights,3 chord
10003,Shinedown,"6,4,1",Verse and Pre-Chorus,Second Chance,3 chord
10004,Marcus Warner,"6,4,1",Chorus,Liberation,3 chord
10005,Sy And Demo,"6,4,1",Chorus,Stay With Me,3 chord
10006,Hozier,"6,4,1",Bridge,Take Me To Church,3 chord
10007,Birdy,"6,4,1",Chorus,Wings,3 chord
10008,Danny Elfman,"6,4,1",Intro,Veruca Salt - Charlie and the Chocolate Factory,3 chord
10009,The Mighty Mighty Bosstones,"6,4,1",Chorus,A Jackknife to a Swan,3 chord
10010,Sara Bareilles,"6,4,1",Verse,Uncharted,3 chord
10011,The Band Perry,"6,4,1",Chorus,If I Die Young,3 chord
10012,Twenty One Pilots,"6,4,1",Verse,Ride,3 chord
10013,Twenty One Pilots,"6,4,1",Chorus,Ride,3 chord
10014,Grouplove,"6,4,1",Chorus,Ways to Go,3 chord
10015,Rob Abernethy,"6,4,1",Verse,A Walk In The Shire,3 chord
10016,Boston,"6,4,1",Intro,Peace of Mind,3 chord
10017,Regina Spektor,"6,4,1",Bridge,You've Got Time,3 chord
10018,Sum 41,"6,4,1",Chorus,No Reason,3 chord
10019,Irish Stew of Sindidun,"6,4,1",Verse and Pre-Chorus,I Will Never Be Your Friend,3 chord
10020,Sum 41,"6,4,1",Solo,In Too Deep,3 chord
10021,Test 1,"6,4,1",Intro,Greek,3 chord
10022,Aimee Mann,"6,4,1",Verse,Ghost World,3 chord
10023,Rise Against,"6,4,1",Verse,The Good Left Undone,3 chord
10024,Patent Pending,"6,4,1",Bridge,Hey Mario,3 chord
10025,Hudson Mohawke,"6,4,1",Chorus,Fuse,3 chord
10026,Big Dope P,"6,4,1",Pre-Chorus,Hit Da Blokk,3 chord
10027,Motion City Soundtrack,"6,4,1",Pre-Chorus,Antonia,3 chord
10028,Motion City Soundtrack,"6,4,1",Chorus,Antonia,3 chord
10029,TV On The Radio,"6,4,1",Chorus,DLZ,3 chord
10030,Martin Garrix,"6,4,1",Chorus,Break Through The SIlence,3 chord
10031,Matisse and Sadko,"6,4,1",Chorus,Break Through The SIlence,3 chord
10032,The Mighty Mighty Bosstones,"6,4,1",Chorus,The Punch Line,3 chord
10033,Tame Impala,"6,4,1",Bridge,The Less I Know the Better,3 chord
10034,Parkinson White,"6,4,1",Chorus,Band Of The Hawk,3 chord
10035,toto,"6,4,1",Intro,toto africa,3 chord
10036,Skylar Grey,"6,4,1",Verse,I Know You - Fifty Shades Of Grey,3 chord
10037,Dschinghis Khan,"6,4,1",Verse,Moskau,3 chord
10038,Dschinghis Khan,"6,4,1",Chorus,Moskau,3 chord
10039,Sia,"6,4,1",Chorus,Fire Meet Gasoline,3 chord
10040,Sia,"6,4,1",Chorus,Cellophane,3 chord
10041,Weezer,"6,4,1",Intro and Verse,My Name Is Jonas,3 chord
10042,AM Taxi,"6,4,1",Intro,Charissa,3 chord
10043,AM Taxi,"6,4,1",Verse,Charissa,3 chord
10044,MitiS,"6,4,1",Bridge,Vulnerability,3 chord
10045,MitiS,"6,4,1",Chorus,Born,3 chord
10046,Katy Perry,"6,4,1",Bridge,Hot N Cold,3 chord
10047,Sum 41,"6,4,1",Chorus,With Me,3 chord
10048,Evanescence,"6,4,1",Chorus,My Heart Is Broken,3 chord
10049,Evanescence,"6,4,1",Chorus,Going Under,3 chord
10050,The Living End,"6,4,1",Chorus,West End Riot,3 chord
10051,Eagles,"6,4,1",Chorus,Hotel California,3 chord
10052,Tenacious D,"6,4,1",Chorus,Beelzeboss,3 chord
10053,Tenacious D,"6,4,1",Chorus Lead-Out,Beelzeboss,3 chord
10054,Twenty One Pilots,"6,4,1",Intro and Verse,Truce,3 chord
10055,Jake Kaufman,"6,4,1",Verse,Shovel Knight - The Fateful Return,3 chord
10056,Wavves,"6,4,1",Verse,Pony,3 chord
10057,Wavves,"6,4,1",Chorus,Afraid of Heights,3 chord
10058,Madonna,"6,4,1",Verse and Pre-Chorus,The Power Of Goodbye,3 chord
10059,Avicii,"6,4,1",Intro and Verse,Broken Arrows,3 chord
10060,Pegboard Nerds,"6,4,1",Verse,Ner Style,3 chord
10061,Pendulum,"6,4,1",Chorus Lead-Out,Encoder,3 chord
10062,Lady Gaga,"6,4,1",Chorus,ARTPOP,3 chord
10063,George Ezra,"6,4,1",Intro and Verse,Song 6,3 chord
10064,The Common Linnets,"6,4,1",Chorus,Calm After The Storm,3 chord
10065,Florence and the Machine,"6,4,1",Intro and Verse,Shake It Out,3 chord
10066,Feist,"6,4,1",Verse,1234,3 chord
10067,Adele,"6,4,1",Chorus,Hello,3 chord
10068,Alligatoah,"6,4,1",Chorus,Lass Liegen,3 chord
10069,Lynyrd Skynyrd,"6,4,1",Intro,Tuesday's Gone,3 chord
10070,TheFatRat,"6,4,1",Intro,Windfall,3 chord
10071,marny kennedy,"6,4,1",Intro,It's My Life,3 chord
10072,Antonim,"6,4,1",Chorus,Melancholy Soldier,3 chord
10073,marny kennedy,"6,4,1",Chorus,It's My Life,3 chord
10074,marny kennedy,"6,4,1",Pre-Outro,It's My Life,3 chord
10075,Regina Spektor,"6,4,1",Verse,Fidelity,3 chord
10076,David Wise,"6,4,1",Verse,Donkey Kong Bonus,3 chord
10077,OMI,"6,4,1",Pre-Chorus,Hula Hoop,3 chord
10078,Axwell and Ingrosso,"6,4,1",Intro and Verse,On My Way,3 chord
10079,Axwell and Ingrosso,"6,4,1",Intro,On My Way,3 chord
10080,Axwell and Ingrosso,"6,4,1",Pre-Chorus,On My Way,3 chord
10081,Irene Cara,"6,4,1",Verse,Flashdance What A Feeling,3 chord
10082,Metro Station,"6,4,1",Intro,Shake It,3 chord
10083,Love and Theft,"6,4,1",Chorus,Angel Eyes,3 chord
10084,Diplo and Sleepy Tom,"6,4,1",Pre-Chorus,Be Right There,3 chord
10085,Yeah Yeah Yeahs,"6,4,1",Instrumental,Skeletons,3 chord
10086,Snakehips,"6,4,1",Chorus,All My Friends,3 chord
10087,Snakehips,"6,4,1",Chorus,All My Friends ft Tinashe - Chance The Rapper,3 chord
10088,Guster,"6,4,1",Verse,Barrel Of A Gun,3 chord
10089,Jackson Browne,"6,4,1",Verse,Doctor My Eyes,3 chord
10090,KSHMR and Marnik,"6,4,1",Verse,Bazaar,3 chord
10091,KSHMR and Marnik,"6,4,1",Intro,Bazaar,3 chord
10092,The Darkness,"6,4,1",Chorus,Christmas Time - Don't Let The Bells End,3 chord
10093,Meghan Trainor,"6,4,1",Chorus,Like I'm Gonna Lose You feat John Legend,3 chord
10094,Riggi and Piros,"6,4,1",Verse,Knightlife,3 chord
10095,Rachel Platten,"6,4,1",Chorus,Fight Song,3 chord
10096,Thomas Rhett,"6,4,1",Chorus,Die A Happy Man,3 chord
10097,Thomas Rhett,"6,4,1",Verse and Pre-Chorus,Die A Happy Man,3 chord
10098,John Hiatt,"6,4,1",Chorus,Cry Love,3 chord
10099,Lady Gaga,"6,4,1",Chorus,Second Time Around,3 chord
10100,Lana Del Rey,"6,4,1",Chorus,Dark Paradise,3 chord
10101,Lady Gaga,"6,4,1",Chorus,Heavy Metal Lover,3 chord
10102,Linda,"6,4,1",Verse,Few Fire 'Malo Ognya',3 chord
10103,Linda,"6,4,1",Instrumental,Few Fire 'Malo Ognya',3 chord
10104,Linda,"6,4,1",Pre-Chorus and Chorus,Few Fire 'Malo Ognya',3 chord
10105,Taio Cruz,"6,4,1",Intro,Break Your Heart,3 chord
10106,Taio Cruz,"6,4,1",Verse and Pre-Chorus,Break Your Heart,3 chord
10107,Taio Cruz,"6,4,1",Chorus,Break Your Heart,3 chord
10108,ryo,"6,4,1",Verse,Black Rock Shooter,3 chord
10109,Nicky Jam and Enrique Iglesias,"6,4,1",Chorus,El Perdon,3 chord
10110,Demi Lovato,"6,4,1",Verse and Pre-Chorus,Stone Cold,3 chord
10111,Teddyloid,"6,4,1",Intro,MEMEME Final Part,3 chord
10112,Justin Bieber,"6,4,1",Pre-Chorus and Chorus,Love Yourself,3 chord
10113,Nightwish,"6,4,1",Outro,Amaranth,3 chord
10114,Nintendo,"6,4,1",Verse,Tetris Attack - Forest World,3 chord
10115,Panic At The Disco,"6,4,1",Chorus,Do You Know What I'm Seeing,3 chord
10116,Pink,"6,4,1",Intro,Try,3 chord
10117,Pink,"6,4,1",Verse,Try,3 chord
10118,Pink,"6,4,1",Chorus,Try,3 chord
10119,4minute,"6,4,1",Chorus,Cut It Out,3 chord
10120,Taylor Swift,"6,4,1",Intro,Bad Blood,3 chord
10121,Hubert Parry,"6,4,1",Verse,Jerusalem,3 chord
10122,4minute,"6,4,1",Verse,Hate,3 chord
10123,Florida Georgia Line,"6,4,1",Intro and Verse,Get Your Shine On,3 chord
10124,carly ray,"6,4,1",Chorus,I JUST MET YOU,3 chord
10125,Deuce,"6,4,1",Chorus,The One,3 chord
10126,Foo Fighters,"6,4,1",Pre-Chorus and Chorus,Everlong,3 chord
10127,Regina Spektor,"6,4,1",Outro,The Calculation,3 chord
10128,Toru Minegishi,"6,4,1",Verse,Splatfest Battle - Ink Me Up,3 chord
10129,Palm Trees,"6,4,1",Chorus,Casanova,3 chord
10130,Project 46,"6,4,1",Intro,Forgettable,3 chord
10131,Schmoyoho,"6,4,1",Chorus,Zoolander the Musical,3 chord
10132,DECO 27,"6,4,1",Chorus,Streaming Heart,3 chord
10133,The Police,"6,4,1",Verse,So Lonely,3 chord
10134,The Police,"6,4,1",Chorus,So Lonely,3 chord
10135,Robyn,"6,4,1",Chorus,Call Your Girlfriend,3 chord
10136,UFO,"6,4,1",Intro and Verse,Doctor Doctor,3 chord
10137,UFO,"6,4,1",Intro,Doctor Doctor,3 chord
10138,Sia,"6,4,1",Chorus,Cheap Thrills,3 chord
10139,Ben Rector,"6,4,1",Chorus,Brand New,3 chord
10140,Kenshi Yonezu,"6,4,1",Chorus,Wooden Doll,3 chord
10141,Alan Walker,"6,4,1",Chorus,Faded,3 chord
10142,One Republic,"6,4,1",Instrumental,If I Lose Myself - Alesso Remix,3 chord
10143,Basshunter,"6,4,1",Intro,DotA,3 chord
10144,Toru Minegishi,"6,4,1",Chorus,Splatfest Battle - Ink Me Up,3 chord
10145,No Doubt,"6,4,1",Intro,Spiderwebs,3 chord
10146,Lisa Hannigan,"6,4,1",Chorus,Ocean And A Rock,3 chord
10147,Roy Orbison,"6,4,1",Chorus,You Got It,3 chord
10148,The Gregory Brothers,"6,4,1",Chorus,Feel The Bern,3 chord
10149,Teitur,"6,4,1",Chorus,Sleeping With The Lights On,3 chord
10150,Wiktoria,"6,4,1",Chorus,Save Me,3 chord
10151,Wiktoria,"6,4,1",Verse,Save Me,3 chord
10152,Brand New,"6,4,1",Bridge,Not the Sun,3 chord
10153,Flo Rida,"6,4,1",Chorus,My House,3 chord
10154,Saves The Day,"6,4,1",Verse,Deranged and Desperate,3 chord
10155,Nightwish,"6,4,1",Verse and Pre-Chorus,Wish I Had An Angel,3 chord
10156,Nightwish,"6,4,1",Chorus,Wish I Had An Angel,3 chord
10157,Notessimo,"6,4,1",Chorus,Acceleration of the Unhurried,3 chord
10158,Saves The Day,"6,4,1",Verse,Freakish,3 chord
10159,Relient K,"6,4,1",Intro,Be My Escape,3 chord
10160,Relient K,"6,4,1",Pre-Chorus,Be My Escape,3 chord
10161,Carly Simon,"6,4,1",Verse and Pre-Chorus,You're So Vain,3 chord
10162,Dzeko and Torres,"6,4,1",Chorus,L'Amour Toujours - Tiesto Edit,3 chord
10163,Rilo Kiley,"6,4,1",Verse,Silver Lining,3 chord
10164,Rilo Kiley,"6,4,1",Chorus,Silver Lining,3 chord
10165,The Kinks,"6,4,1",Chorus,Strangers,3 chord
10166,Aura Dione,"6,4,1",Bridge,Friends - Piano Cover,3 chord
10167,Blink 182,"6,4,1",Chorus,Bored To Death,3 chord
10168,Beck,"6,4,1",Verse and Pre-Chorus,Blue Moon,3 chord
10169,Ozzy Osbourne,"6,4,1",Intro,Mr Crowley,3 chord
10170,Jake Kaufman,"6,4,1",Chorus,Shovel Knight - Main Theme,3 chord
10171,Alan Walker,"6,4,1",Verse,Faded,3 chord
10172,nanobii,"6,4,1",Chorus,HYPER DRIVE,3 chord
10173,JR JR,"6,4,1",Chorus,Hypothetical,3 chord
10174,Brand New,"6,4,1",Intro,I Am A Nightmare,3 chord
10175,Brand New,"6,4,1",Verse,I Am A Nightmare,3 chord
10176,David J Franco,"6,4,1",Intro,Shadow Showdown,3 chord
10177,Travie McCoy,"6,4,1",Chorus,Golden ft Sia,3 chord
10178,Pink,"6,4,1",Chorus,Just Like Fire,3 chord
10179,Daya,"6,4,1",Verse,Sit Still Look Pretty,3 chord
10180,Daya,"6,4,1",Chorus,Hide Away,3 chord
10181,Pepper Coyote,"6,4,1",Verse,No Cock Like Horse Cock,3 chord
10182,Pepper Coyote,"6,4,1",Chorus,No Cock Like Horse Cock,3 chord
10183,Shawn Mendes,"6,4,1",Chorus,Treat You Better,3 chord
10184,ItaloBrothers,"6,4,1",Verse,Sleep When We're Dead,3 chord
10185,ItaloBrothers,"6,4,1",Pre-Chorus,Sleep When We're Dead,3 chord
10186,ItaloBrothers,"6,4,1",Verse and Pre-Chorus,Sleep When We're Dead,3 chord
10187,CHVRCHES,"6,4,1",Verse,Leave a Trace,3 chord
10188,Crystal Castles,"6,4,1",Chorus,Crimewave,3 chord
10189,Gwen Stefani,"6,4,1",Chorus,Baby Don't Lie,3 chord
10190,Selena Gomez,"6,4,1",Instrumental,Kill Em With Kindness,3 chord
10191,Absofacto,"6,4,1",Chorus,Whose Side Are You On Anyway,3 chord
10192,Wang Chung,"6,4,1",Chorus,Everybody Have Fun Tonight,3 chord
10193,Carly Rae Jepsen,"6,4,1",Bridge,I Really Like You,3 chord
10194,One Direction,"6,4,1",Chorus,Story Of My Life,3 chord
10195,Matoma,"6,4,1",Instrumental,False Alarm ft Becky Hill,3 chord
10196,Muse,"6,4,1",Verse,Revolt,3 chord
10197,Muse,"6,4,1",Pre-Chorus and Chorus,Revolt,3 chord
10198,The Beatles,"6,4,1",Verse,Please Please Me,3 chord
10199,The Monkees,"6,4,1",Chorus,Daydream Believer,3 chord
10200,Muse,"6,4,1",Chorus,Butterflies And Hurricanes,3 chord
10201,Different Heaven,"6,4,1",Chorus,Nekozilla,3 chord
10202,Muse,"6,4,1",Bridge,Dead Inside,3 chord
10203,Different Heaven,"6,4,1",Pre-Chorus,My Heart,3 chord
10204,Madonna,"6,4,1",Verse,Nothing Really Matters,3 chord
10205,Greek Fire,"6,4,1",Verse and Pre-Chorus,Top Of The World,3 chord
10206,Beach House,"6,4,1",Verse,Wishes,3 chord
10207,Cheat Codes and Dante Klein,"6,4,1",Chorus,Let Me Hold You - Turn Me On,3 chord
10208,X Ambassadors,"6,4,1",Intro,Unsteady,3 chord
10209,Neru,"6,4,1",Chorus,Law-Evading Rock,3 chord
10210,Blink-182,"6,4,1",Intro and Verse,Here's Your Letter,3 chord
10211,Perfume,"6,4,1",Intro,Sweet Donuts,3 chord
10212,The Chainsmokers,"6,4,1",Intro,Don't Let Me Down Ft Daya,3 chord
10213,QWEQWE,"6,4,1",Intro,QWEQWE,3 chord
10214,Instrumental Core,"6,4,1",Intro,HONOR OF LIFE,3 chord
10215,The Offspring,"6,4,1",Intro,The Kids Aren't Alright,3 chord
10216,Blink-182,"6,4,1",Chorus,Here's Your Letter,3 chord
10217,Blink-182,"6,4,1",Chorus,Going Away To College,3 chord
10218,Ai Ootsuka,"6,4,5",Chorus,Sakuranbo,3 chord
10219,Avril Lavigne,"6,4,5",Verse,When You're Gone,3 chord
10220,Bare Naked Ladies,"6,4,5",Verse,Big Bang Theory Theme Song,3 chord
10221,Bon Jovi,"6,4,5",Chorus,Living On A Prayer,3 chord
10222,Bon Jovi,"6,4,5",Pre-Chorus,Living On A Prayer,3 chord
10223,Braid Soundtrack,"6,4,5",Chorus,Downstream,3 chord
10224,Britney Spears,"6,4,5",Chorus,Hold It Against Me,3 chord
10225,Cascada,"6,4,5",Chorus,Every Time We Touch,3 chord
10226,Chipzel,"6,4,5",Intro,Super Hexagon Theme 1,3 chord
10227,Chipzel,"6,4,5",Verse,Super Hexagon Theme 1,3 chord
10228,David Glen Eisley,"6,4,5",Intro,Sweet Victory,3 chord
10229,Demi Lovato,"6,4,5",Bridge,Give Your Heart A Break,3 chord
10230,Dire Straits,"6,4,5",Chorus,Sultans of Swing,3 chord
10231,Elton John,"6,4,5",Pre-Chorus,Tiny Dancer,3 chord
10232,Evanescence,"6,4,5",Chorus,Bring Me To Life,3 chord
10233,Fleetwood Mac,"6,4,5",Chorus,The Chain,3 chord
10234,Frog Fractions Soundtrack,"6,4,5",Verse,Rimushotto Bungie Jump,3 chord
10235,Green Day,"6,4,5",Chorus,Basketcase,3 chord
10236,Guns N' Roses,"6,4,5",Outro 1,November Rain,3 chord
10237,Justin Bieber,"6,4,5",Verse,Baby,3 chord
10238,Katy Perry,"6,4,5",Pre-Chorus,California Gurls,3 chord
10239,Katy Perry,"6,4,5",Pre-Chorus,ET,3 chord
10240,Kelly Clarkson,"6,4,5",Chorus,Because Of You,3 chord
10241,Kesha,"6,4,5",Chorus,Tik Tok,3 chord
10242,Kesha,"6,4,5",Verse,Tik Tok,3 chord
10243,Lea Michele from Glee,"6,4,5",Pre-Chorus,Defying Gravity,3 chord
10244,Leonard Cohen,"6,4,5",Verse,Hallelujah,3 chord
10245,Mike Posner,"6,4,5",Bridge,Cooler Than Me,3 chord
10246,Mike Posner,"6,4,5",Chorus,Cooler Than Me,3 chord
10247,Mike Posner,"6,4,5",Verse,Cooler Than Me,3 chord
10248,Nintendo,"6,4,5",Verse,Guile's Theme,3 chord
10249,Yasuaki Fujita,"6,4,5",Verse,Mega Man 3 - Snake Man's Stage,3 chord
10250,One Direction,"6,4,5",Pre-Chorus,Live While We're Young,3 chord
10251,Pink Floyd,"6,4,5",Bridge,The Thin Ice,3 chord
10252,Pink Floyd,"6,4,5",Intro and Verse,The Thin Ice,3 chord
10253,Portal 2 Soundtrack,"6,4,5",Verse,Cara Mia,3 chord
10254,Ricky Nelson,"6,4,5",Chorus,Poor Little Fool,3 chord
10255,Rihanna,"6,4,5",Verse,Only Girl In The World,3 chord
10256,Sam Cooke,"6,4,5",Chorus,Wonderful World,3 chord
10257,Sha Na Na,"6,4,5",Chorus,Those Magic Changes - Grease,3 chord
10258,SoulEye,"6,4,5",Intro,Passion for Exploring,3 chord
10259,Taylor Swift,"6,4,5",Chorus,I Knew You Were Trouble,3 chord
10260,Taylor Swift,"6,4,5",Chorus,Starlight,3 chord
10261,Taylor Swift,"6,4,5",Solo,Starlight,3 chord
10262,The Beatles,"6,4,5",Verse,A Day in the Life,3 chord
10263,The Killers,"6,4,5",Chorus,Somebody Told Me,3 chord
10264,Tik Tok,"6,4,5",Chorus,Kesha,3 chord
10265,Tik Tok,"6,4,5",Verse,Kesha,3 chord
10266,Timbaland ft Justin Timberlake,"6,4,5",Chorus,Carry Out,3 chord
10267,Train,"6,4,5",Verse,Hey Soul Sister,3 chord
10268,Travie McCoy ft Bruno Mars,"6,4,5",Verse,Billionaire,3 chord
10269,Weezer,"6,4,5",Chorus,Buddy Holly,3 chord
10270,Ace Of Base,"6,4,5",Chorus,I Saw The Sign,3 chord
10271,Avril Lavigne,"6,4,5",Verse,Complicated,3 chord
10272,Blink 182,"6,4,5",Pre-Chorus and Chorus,First Date,3 chord
10273,Jeff Buckley,"6,4,5",Verse,Hallelujah,3 chord
10274,Skyrim OST,"6,4,5",Intro,The Bannered Mare,3 chord
10275,Fall Out Boy,"6,4,5",Chorus,Thnks fr th Mmrs,3 chord
10276,James Blunt,"6,4,5",Chorus,You're Beautiful,3 chord
10277,The Police,"6,4,5",Intro,Every Breath You Take,3 chord
10278,Nobuo Uematsu,"6,4,5",Intro and Verse,Troian Beauty - FFIV,3 chord
10279,Perfume,"6,4,5",Chorus,Chocolate Disco,3 chord
10280,Arash Feat Sean Paul,"6,4,5",Intro,She Makes Me Go,3 chord
10281,Kaoma,"6,4,5",Intro,Lambada,3 chord
10282,Kaoma,"6,4,5",Verse,Lambada,3 chord
10283,Green Day,"6,4,5",Outro,Boulevard of Broken Dreams,3 chord
10284,Van Morrison,"6,4,5",Pre-Chorus,Brown Eyed Girl,3 chord
10285,Elton John,"6,4,5",Bridge,Crocodile Rock,3 chord
10286,Danny de Munk,"6,4,5",Chorus,Ik Voel Me Zo Verdomd Alleen,3 chord
10287,Backstreet Boys,"6,4,5",Chorus,I Want It That Way,3 chord
10288,Pyramid,"6,4,5",Intro and Verse,Wolf,3 chord
10289,Deadmau5,"6,4,5",Chorus,Raise Your Weapon - Madeon Remix,3 chord
10290,Sublime,"6,4,5",Chorus,Santeria,3 chord
10291,Gwen Stefani,"6,4,5",Chorus,4 In the morning,3 chord
10292,Monica,"6,4,5",Verse,Angel Of Mine,3 chord
10293,BoB feat TI and Chris Brown,"6,4,5",Chorus,Arena,3 chord
10294,Usher,"6,4,5",Chorus,Scream,3 chord
10295,Whitney Houston,"6,4,5",Chorus,I Will Always Love You,3 chord
10296,Usher,"6,4,5",Intro,Scream,3 chord
10297,Fall Out Boy,"6,4,5",Chorus,I'm Like A Lawyer,3 chord
10298,The Beatles,"6,4,5",Chorus,The Fool on the Hill,3 chord
10299,Hoobastank,"6,4,5",Verse,The Reason,3 chord
10300,Hoobastank,"6,4,5",Chorus,The Reason,3 chord
10301,Eminem,"6,4,5",Intro,Mockingbird,3 chord
10302,Matchbox 20,"6,4,5",Verse,Unwell,3 chord
10303,Enrique Iglesias,"6,4,5",Intro,Hero,3 chord
10304,Enrique Iglesias,"6,4,5",Chorus,Dimelo,3 chord
10305,James Morrison ft Nelly Furtado,"6,4,5",Pre-Chorus,Broken Strings,3 chord
10306,Cyndi Lauper,"6,4,5",Chorus,Time After Time,3 chord
10307,The Aprils,"6,4,5",Verse and Pre-Chorus,Magical Girls,3 chord
10308,Aqua,"6,4,5",Chorus,Barbie Girl,3 chord
10309,The Raconteurs,"6,4,5",Verse,Together,3 chord
10310,Alicia Keys,"6,4,5",Verse,Girl On Fire,3 chord
10311,Plastic Tree,"6,4,5",Chorus,Kuuchuu Buranko,3 chord
10312,Plastic Tree,"6,4,5",Verse and Pre-Chorus,Mizuiro Girlfriend,3 chord
10313,They Might Be Giants,"6,4,5",Verse,Doctor Worm,3 chord
10314,Rhythm Heaven Fever,"6,4,5",Verse,Tonight,3 chord
10315,ItaloBrothers,"6,4,5",Pre-Chorus,Stamp on the Ground,3 chord
10316,ItaloBrothers,"6,4,5",Instrumental,Stamp on the Ground,3 chord
10317,Britney Spears,"6,4,5",Pre-Chorus and Chorus,You Drive Me Crazy,3 chord
10318,Krewella,"6,4,5",Chorus,One Minute,3 chord
10319,Krewella,"6,4,5",Verse and Pre-Chorus,One Minute,3 chord
10320,Britney Spears,"6,4,5",Chorus,Lucky,3 chord
10321,Kelly Clarkson,"6,4,5",Verse and Pre-Chorus,Behind These Hazel Eyes,3 chord
10322,Kelly Clarkson,"6,4,5",Bridge,Behind These Hazel Eyes,3 chord
10323,Green Day,"6,4,5",Pre-Chorus,Stray Heart,3 chord
10324,Madonna,"6,4,5",Chorus,Material Girl,3 chord
10325,Two Steps From Hell,"6,4,5",Intro,Strength Of A Thousand Men,3 chord
10326,David Archuleta,"6,4,5",Intro,A Little Too Not Over You,3 chord
10327,Skyrim,"6,4,5",Intro,Dragonborn,3 chord
10328,Skyrim,"6,4,5",Chorus,Dragonborn,3 chord
10329,Fonic,"6,4,5",Chorus,The Hero,3 chord
10330,Taylor Swift,"6,4,5",Chorus,Love Story,3 chord
10331,Tegan and Sara,"6,4,5",Verse,I Was A Fool,3 chord
10332,Britney Spears,"6,4,5",Bridge,Lucky,3 chord
10333,Britney Spears,"6,4,5",Pre-Chorus,Lucky,3 chord
10334,Teen Beach Movie,"6,4,5",Verse,Can't Stop Singing,3 chord
10335,The Begging Sea,"6,4,5",Pre-Chorus,All We've Got,3 chord
10336,Britney Spears,"6,4,5",Intro,Ooh La La,3 chord
10337,Britney Spears,"6,4,5",Chorus,Ooh La La,3 chord
10338,Miley Cyrus,"6,4,5",Chorus,We Can't Stop,3 chord
10339,The Avett Brothers,"6,4,5",Chorus,Kick Drum Heart,3 chord
10340,Backstreet Boys,"6,4,5",Chorus,The One,3 chord
10341,Britney Spears,"6,4,5",Chorus,Stronger,3 chord
10342,They Might Be Giants,"6,4,5",Verse,Where Your Eyes Don't Go,3 chord
10343,Dusty Springfield,"6,4,5",Verse,I Only Want To Be With You,3 chord
10344,Paul Mauriat,"6,4,5",Verse,Love is Blue,3 chord
10345,Schoolhouse Rock,"6,4,5",Chorus,Telegraph Line,3 chord
10346,Fort Minor,"6,4,5",Instrumental,Remember The Name,3 chord
10347,Myla Smith,"6,4,5",Verse and Pre-Chorus,Slow Down,3 chord
10348,Lindsey Stirling,"6,4,5",Chorus,Moon Trance,3 chord
10349,Avicii,"6,4,5",Verse,Dear Boy,3 chord
10350,Avicii,"6,4,5",Chorus,Dear Boy,3 chord
10351,Guided By Voices,"6,4,5",Verse,Teenage FBI,3 chord
10352,Guided By Voices,"6,4,5",Pre-Chorus,Teenage FBI,3 chord
10353,Guided By Voices,"6,4,5",Pre-Outro,Teenage FBI,3 chord
10354,Regina Spektor,"6,4,5",Verse,Folding Chairs,3 chord
10355,Sheena Easton,"6,4,5",Intro,What You Are,3 chord
10356,Rick Astley,"6,4,5",Chorus,Together Forever,3 chord
10357,Bonnie Tyler,"6,4,5",Pre-Chorus and Chorus,Total Eclipse of the Heart,3 chord
10358,The La's,"6,4,5",Bridge,There She Goes,3 chord
10359,Howard Shore,"6,4,5",Verse,Concerning Hobbits,3 chord
10360,Globus,"6,4,5",Verse,Europa,3 chord
10361,Globus,"6,4,5",Chorus,Europa,3 chord
10362,Globus,"6,4,5",Chorus Lead-Out,Europa,3 chord
10363,Globus,"6,4,5",Pre-Chorus,Europa,3 chord
10364,Regina Spektor,"6,4,5",Verse,The Call,3 chord
10365,Regina Spektor,"6,4,5",Intro,Laughing With,3 chord
10366,Krewella,"6,4,5",Intro,Human,3 chord
10367,Krewella,"6,4,5",Verse,Human,3 chord
10368,Rockwell,"6,4,5",Intro,Somebody's Watching Me,3 chord
10369,Rockwell,"6,4,5",Chorus,Somebody's Watching Me,3 chord
10370,The Bangles,"6,4,5",Verse,Eternal Flame,3 chord
10371,nigahiga,"6,4,5",Bridge,Nice Guys,3 chord
10372,Youngblood Hawke,"6,4,5",Chorus,We Come Running - Vicetone Remix,3 chord
10373,Dragonforce,"6,4,5",Verse,Through the Fire and Flames,3 chord
10374,Dragonforce,"6,4,5",Verse and Pre-Chorus,Through the Fire and Flames,3 chord
10375,Fereydoun,"6,4,5",Verse,Faseleha,3 chord
10376,Lost Horizon,"6,4,5",Pre-Outro,Highlander,3 chord
10377,Nintendo,"6,4,5",Chorus,Ken's Theme,3 chord
10378,Die Drogen,"6,4,5",Intro,Du Bist Die Sonne,3 chord
10379,Crush 40,"6,4,5",Verse and Pre-Chorus,Escape from the City,3 chord
10380,Pendulum,"6,4,5",Instrumental,Witchcraft,3 chord
10381,Iron Maiden,"6,4,5",Chorus,No more lies,3 chord
