0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm),song (Spotify),artist (Spotify),popularity (Spotify),release date (Spotify)
Elton John,"1,5,4",Verse,Tiny Dancer,3 chord,Tiny Dancer,Elton John,678394.0,3501938.0,"classic rock, 70s, pop, piano, rock",Tiny Dancer,Elton John,81.0,1971-11-05
Elton John,"5,6,1",Chorus,Yellow Brick Road,3 chord,Yellow Brick Road,Elton John,729.0,2753.0,,,,,
Elton John,"6,2,4",Chorus,Your Song,3 chord,Your Song,Elton John,726648.0,3633620.0,"pop, 70s, elton john, classic rock, piano",Your Song,Elton John,78.0,1970-04-10
Eluveitie,"1,6,5",Intro,Inis Mona,3 chord,Inis Mona,Eluveitie,152575.0,1936585.0,"folk metal, pagan metal, celtic metal, Melodic Death Metal, metal",Inis Mona,Eluveitie,53.0,2008-02-15
Elvis Costello,"1,4,5",Verse,Big Boys,3 chord,Big Boys,Elvis Costello,10693.0,36528.0,"pop, rock, singer-songwriter, catchy, new wave",,,,
Elvis Costello,"1,4,5",Verse,Oliver's Army,3 chord,Oliver's Army,Elvis Costello,65595.0,296806.0,"rock, new wave, british, pop, classic rock",,,,
Elvis Presley,"4,5,6",Chorus,Can't Help Falling In Love,3 chord,Can't Help Falling in Love,Elvis Presley,493283.0,2516443.0,"oldies, 60s, classic rock, Love, rock",Can't Help Falling in Love,Elvis Presley,80.0,1961-10-20
Elvis Presley,"1,4,1",Verse,Don't Be Cruel,3 chord,Don't Be Cruel,Elvis Presley,323444.0,1310335.0,"rock n roll, oldies, 50s, rock, classic rock",Don't Be Cruel,Elvis Presley,63.0,1958-03-21
Elvis Presley,"1,5,4",Verse,Hound Dog,3 chord,Hound Dog,Elvis Presley,518970.0,2205087.0,"rock n roll, oldies, Rock and Roll, classic rock, rock",Hound Dog,Elvis Presley,71.0,1958-03-21
Elvis Presley,"4,5,6",Chorus,I Can't Help Falling In Love,3 chord,I Can't Help Falling in Love,Elvis Presley,6525.0,27092.0,"classic rock, 60s, oldies, lovesong, Rock and Roll",,,,
Emancipator,"1,6,5",Chorus,Anthem,3 chord,Anthem,Emancipator,84589.0,675911.0,"instrumental, chillout, trip-hop, electronic, ambient",,,,
Emancipator,"4,6,5",Verse,Nevergreen,3 chord,Nevergreen,Emancipator,179693.0,946693.0,"downtempo, trip-hop, chillout, electronic, instrumental",Nevergreen,Emancipator,59.0,2010-06-29
Emax,"1,2,16",Intro and Verse,Delicate Oooz,3 chord,Delicate Oooz,Emax,2.0,10.0,,,,,
Emblem3,"4,6,5",Chorus,I Love LA,3 chord,I Love LA,Emblem3,5126.0,26031.0,"teen pop, Emblem3",I Love LA,Emblem3,28.0,2013-07-26
Emeli Sande,"4,6,5",Chorus,Heaven,3 chord,Heaven,Emeli Sandé,195668.0,1105389.0,"soul, breakbeat, 2011, female vocalists, british",,,,
Emerson Lake and Palmer,"4,6,4",Verse,The Sheriff,3 chord,The Sheriff,"Emerson, Lake & Palmer",39160.0,124790.0,"Progressive rock, 70s, rock, classic rock, Progressive",,,,
Emiko Shiratori,"1,6,4",Verse,Melodies Of Life - FFIX,3 chord,,,,,,,,,
Emilia,"1,5,4",Chorus,Big Big World,3 chord,Big Big World,Emilia,108427.0,467392.0,"pop, female vocalists, 90s, emilia, female vocalist",Big Big World,Emilia,39.0,1998-10-23
Emilie Autumn,"1,5,6",Chorus,What If,3 chord,What If,Emilie Autumn,15639.0,111571.0,"female vocalists, piano, victoriandustrial, Gothic, medieval",,,,
Eminem,"4,5,6",Intro,Mockingbird,3 chord,Mockingbird,Eminem,660802.0,3632991.0,"rap, Eminem, Hip-Hop, hip hop, mockingbird",Mockingbird,Eminem,70.0,2004-11-12
Eminem feat Rihanna,"4,6,5",Intro,The Monster,3 chord,The Monster,Eminem,395550.0,2599154.0,"rap, Hip-Hop, pop, Eminem, hip hop",The Monster,Eminem,76.0,2013-11-05
Eminem ft Rihanna,"6,4,1",Chorus,Love The Way You Lie,3 chord,Love The Way You Lie,Eminem,592122.0,4202696.0,"rap, Hip-Hop, Eminem, Love, emotional",Love The Way You Lie,Eminem,82.0,2010-06-18
Empire Of The Sun,"1,4,1",Chorus,Alive,3 chord,Alive,Empire of the Sun,265648.0,1771323.0,"synthpop, indie, australian, electronic, indiepop",Alive,Empire of the Sun,62.0,2013-01-01
Empire Of The Sun,"1,2,16",Chorus,DNA - Calvin Harris Remix,3 chord,DNA - Calvin Harris Remix,Empire of the Sun,16.0,21.0,,,,,
Ennio Morricone,"1,5,4",Solo 1,The Good the Bad and the Ugly,3 chord,The Good The Bad and The Ugly,Ennio Morricone,7085.0,28353.0,"Soundtrack, instrumental, mistagged, italian, spaghetti western",,,,
Enrique Iglesias,"4,1,5",Chorus,Bailamos,3 chord,Bailamos,Enrique Iglesias,142069.0,741957.0,"latin, pop, dance, Enrique Iglesias, spanish",Bailamos,Enrique Iglesias,55.0,1999-11-23
Enrique Iglesias,"6,4,5",Chorus,Dimelo,3 chord,Dimelo,Enrique Iglesias,30242.0,186698.0,"pop, spanish, latin, latin pop, sexy",,,,
Enrique Iglesias,"4,6,4",Chorus,Dirty Dancer,3 chord,Dirty Dancer,Enrique Iglesias,61542.0,289984.0,"pop, dance, 2011, male vocalists, Usher featuring Enrique Iglesias",Dirty Dancer,Enrique Iglesias,52.0,2010-01-01
Enrique Iglesias,"6,5,1",Intro,Escape,3 chord,Escape,Enrique Iglesias,176171.0,966467.0,"pop, latin, dance, Love, latin pop",Escape,Enrique Iglesias,53.0,2001-01-01
Enrique Iglesias,"1,6,4",Intro,Hero,3 chord,Hero,Enrique Iglesias,317323.0,1676380.0,"pop, latin, romantic, Love, male vocalists",Hero,Enrique Iglesias,63.0,2001-01-01
Enrique Iglesias,"6,3,6",Verse,Tired of Being Sorry,3 chord,Tired of Being Sorry,Enrique Iglesias,127468.0,725187.0,"pop, Enrique Iglesias, latin, dance, male vocalists",,,,
Enrique ft Descemer Bueno Gente De Zona,"1,5,6",Verse and Pre-Chorus,Bailando Espanol,3 chord,,,,,,,,,
Enya,"1,5,1",Verse,A Day Without Rain,3 chord,A Day Without Rain,Enya,150965.0,848908.0,"new age, celtic, enya, ambient, female vocalists",A Day Without Rain,Enya,64.0,2000-11-11
Enya,"4,5,6",Chorus,Anywhere Is,3 chord,Anywhere Is,Enya,154936.0,966420.0,"new age, celtic, enya, chillout, female vocalists",Anywhere Is,Enya,47.0,1995-11-20
Enya,"1,5,4",Verse,Caribbean Blue,3 chord,Caribbean Blue,Enya,256621.0,1682355.0,"new age, celtic, ambient, enya, female vocalists",Caribbean Blue,Enya,55.0,1991-11-15
Enya,"1,5,6",Verse,May It Be,3 chord,May It Be,Enya,298609.0,1903671.0,"celtic, new age, Soundtrack, enya, female vocalists",May It Be,Enya,67.0,2001-11-19
Enya,"1,5,4",Bridge,Only Time,3 chord,Only Time,Enya,351328.0,2145930.0,"new age, enya, celtic, female vocalists, ambient",Only Time,Enya,71.0,2000-11-11
Enya,"1,5,6",Bridge,Orinico Flow,3 chord,Orinico Flow,Enya,476.0,2395.0,"new age, loved",,,,
Epic Sax Guy,"6,4,1",Verse,Epic Sax Guy,3 chord,Epic Sax Guy,Epic Sax Guy,473.0,3824.0,,,,,
Epica,"6,5,2",Verse,Cry for the Moon,3 chord,Cry for the Moon,Epica,63268.0,536214.0,"symphonic metal, Gothic Metal, Female fronted metal, metal, Gothic",,,,
Epica,"4,5,3",Chorus,The Essence of Silence,3 chord,The Essence of Silence,Epica,32144.0,316158.0,"symphonic metal, metal, Progressive metal, female vocalist, Gothic",,,,
Equalizers,"6,3,6",Verse,Every City,3 chord,Every City,Equalizers,217.0,891.0,breaks,,,,
Erasure,"1,5,6",Pre-Chorus,Always,3 chord,Always,Erasure,171729.0,945794.0,"80s, synthpop, pop, new wave, 90s",,,,
Eric Church,"1,6,4",Verse,Drink In My Hand,3 chord,Drink in My Hand,Eric Church,86525.0,414141.0,"country, drinking song, eric church, awesome country songs, male country",,,,
Eric Clapton,"1,4,1",Intro and Verse,Lay Down Sally,3 chord,Lay Down Sally,Eric Clapton,273538.0,927324.0,"classic rock, rock, blues, blues rock, eric clapton",Lay Down Sally,Eric Clapton,61.0,1977-11-01
Eric Clapton,"4,5,6",Intro,Layla,3 chord,Layla,Eric Clapton,700179.0,3543658.0,"classic rock, rock, blues, blues rock, guitar",,,,
Eric Clapton,"4,1,5",Intro and Verse,Tears in Heaven,3 chord,Tears in Heaven,Eric Clapton,822028.0,4127029.0,"classic rock, blues, acoustic, guitar, rock",Tears in Heaven,Eric Clapton,61.0,1999-10-12
Eric Clapton,"4,5,1",Verse,You Look Wonderful Tonight,3 chord,You Look Wonderful Tonight,Eric Clapton,7805.0,38368.0,"classic rock, favorites, Love, Radio, Guilty Pleasures",,,,
Eric Hutchinson,"1,5,1",Chorus,Rock And Roll,3 chord,Rock and Roll,Eric Hutchinson,10871.0,80505.0,"funky, catchy chorus, chill, happy, easy listening",,,,
Eric Johnson,"1,4,5",Verse,Cliffs of Dover,3 chord,Cliffs of Dover,Eric Johnson,191500.0,1120244.0,"guitar virtuoso, instrumental rock, instrumental, rock, Guitar Hero",,,,
Eric Prydz,"1,5,4",Chorus,Call On Me,3 chord,Call On Me,Eric Prydz,283319.0,1219531.0,"dance, House, electronic, club, techno",,,,
Eric Prydz,"4,5,6",Chorus,Generate,3 chord,Generate,Eric Prydz,13768.0,81962.0,"swedish, 2015 single, electronic, party, Progressive House",Generate,Eric Prydz,51.0,2016-02-05
Eric Prydz,"4,5,6",Chorus,Opus,3 chord,Opus,Eric Prydz,31795.0,180724.0,"Progressive House, 2015 single, trance, electronic, instrumental",Opus,Eric Prydz,65.0,2016-02-05
Eric Prydz,"4,5,6",Verse,Pjanoo,3 chord,Pjanoo,Eric Prydz,154306.0,776972.0,"House, dance, electronic, trance, electro",Pjanoo,Eric Prydz,9.0,2009
Eric Prydz,"5,6,5",Instrumental,Tether ft CHVRCHES,3 chord,,,,,,,,,
Eric Turner vs Avicii,"1,4,1",Chorus,Dancing In My Head - Tom Hangs Remix,3 chord,Dancing In My Head - Tom Hangs Remix,Eric Turner vs. Avicii,47.0,448.0,,,,,
Eric Whitacre,"1,5,6",Chorus,A Boy and a Girl,3 chord,A Boy And A Girl,Eric Whitacre,4305.0,17838.0,"choral, Classical, contemporary classical, 2011, 2010s",A Boy And A Girl,Eric Whitacre,34.0,2010-01-01
Eric Whitacre,"1,5,4",Intro,Sleep,3 chord,Sleep,Eric Whitacre,15465.0,67794.0,"beautiful, choral, Sleep, fucking beautiful, time to sleep",,,,
Erick Strong,"4,5,6",Chorus,Stars,3 chord,Stars,Erick Strong,379.0,1451.0,,,,,
Erwin Beekveld,"1,5,1",Intro,They're Taking The Hobbits To Isengard,3 chord,They're Taking the Hobbits to Isengard,Erwin Beekveld,10351.0,81066.0,"lotr, fun, lol, the hobbits the hobbits the hobbits, funny",,,,
Es Posthumus,"1,2,4",Intro,Nara,3 chord,Nara,E.S. Posthumus,61024.0,486143.0,"instrumental, new age, Soundtrack, epic, ambient",,,,
Etrian Odyssey III - Battlefield,"4,5,1",Chorus,Yuzo Koshiro,3 chord,,,,,,,,,
Eufonius,"4,5,6",Chorus,Mag Mell Cuckool Mix 2007 - Clannad OP,3 chord,,,,,,,,,
Europe,"6,4,2",Intro and Verse,The Final Countdown,3 chord,The Final Countdown,Europe,766240.0,3753320.0,"80s, rock, hard rock, classic rock, Europe",The Final Countdown,Europe,77.0,1986
Eurythmics,"5,6,5",Intro,There Must Be An Angel,3 chord,There Must Be An Angel,Eurythmics,50871.0,201514.0,"80s, pop, new wave, eurythmics, rock",,,,
Eurythmics,"4,5,6",Chorus,Who's That Girl,3 chord,Who's That Girl,Eurythmics,39175.0,139811.0,"80s, pop, new wave, synthpop, electronic",,,,
Eva Cassidy,"4,1,6",Intro and Verse,Fields of Gold,3 chord,Fields Of Gold,Eva Cassidy,162594.0,864875.0,"female vocalists, acoustic, folk, beautiful, Eva Cassidy",Fields Of Gold,Eva Cassidy,62.0,1998
Eva Simons,"6,5,4",Pre-Chorus,I Don't Like You,3 chord,I Don't Like You,Eva Simons,22172.0,142524.0,"dance, pop, female vocalists, electronic, electro",I Don't Like You,Eva Simons,35.0,2012-01-01
Evanescence,"1,5,6",Chorus,Bring Me To Life,3 chord,Bring Me to Life,Evanescence,1130349.0,8677336.0,"rock, Gothic Rock, Evanescence, Gothic, female vocalists",,,,
Evanescence,"6,4,1",Chorus,Going Under,3 chord,Going Under,Evanescence,765390.0,5522520.0,"rock, Gothic Rock, Evanescence, female vocalists, Gothic",Going Under,Evanescence,71.0,2003-01-01
Evanescence,"6,5,6",Chorus,Haunted,3 chord,Haunted,Evanescence,433551.0,2761762.0,"Gothic Rock, rock, Evanescence, female vocalists, Gothic",Haunted,Evanescence,59.0,2003-01-01
Evanescence,"6,5,2",Chorus,Lithium,3 chord,Lithium,Evanescence,390146.0,3188204.0,"Gothic Rock, rock, Gothic, female vocalists, Evanescence",Lithium,Evanescence,63.0,2006-01-01
Evanescence,"6,4,1",Chorus,My Heart Is Broken,3 chord,My Heart Is Broken,Evanescence,129378.0,1251822.0,"rock, Gothic Rock, Evanescence, female vocalist, alternative metal",My Heart Is Broken,Evanescence,54.0,2011-01-01
Evanescence,"6,5,6",Pre-Chorus,Sweet Sacrifice,3 chord,Sweet Sacrifice,Evanescence,293860.0,2019828.0,"rock, Gothic Rock, female vocalists, Evanescence, Gothic",Sweet Sacrifice,Evanescence,56.0,2006-01-01
Evanescence ,"6,3,6",Pre-Chorus,My Immortal,3 chord,,,,,,,,,
Eve 6,"1,4,5",Chorus,Promise,3 chord,Promise,EVE 6,108995.0,459496.0,"alternative rock, alternative, rock, Eve 6, punk",,,,
Evermore,"1,5,4",Pre-Chorus,Running,3 chord,Running,Evermore,17749.0,121477.0,"rock, alternative, New Zealand, indie rock, Kiwi",,,,
Everything But The Girl,"1,4,5",Solo,Downtown Train,3 chord,Downtown Train,Everything But the Girl,15794.0,73017.0,"cover, covers, tom waits cover, acoustic, Tom Waits",,,,
Exorcist Theme,"6,3,6",Instrumental,Tubular Bells,3 chord,Tubular Bells,Exorcist Theme,9.0,14.0,,,,,
Extreme,"4,5,1",Intro,More Than Words,3 chord,More Than Words,Extreme,489033.0,2483573.0,"acoustic, rock, Ballad, 90s, classic rock",More Than Words,Extreme,69.0,1990-01-01
FKA Twigs,"1,5,1",Intro and Verse,Water Me,3 chord,Water Me,FKA twigs,144593.0,966464.0,"trip hop, electronic, 2013, trip-hop, experimental",Water Me,FKA twigs,44.0,2013-09-17
Failure,"5,2,5",Verse,Empty Friend,3 chord,Empty Friend,Failure,7768.0,36826.0,"alternative rock, rock, indie rock, new, riff",Empty Friend,Failure,21.0,2005
Faith No More,"4,5,6",Intro,Epic,3 chord,Epic,Faith No More,508243.0,2980250.0,"rock, alternative rock, 90s, alternative, metal",Epic,Faith No More,70.0,1989
Faith No More,"5,2,4",Pre-Chorus,Midlife Crisis,3 chord,Midlife Crisis,Faith No More,348300.0,2299225.0,"rock, alternative rock, alternative, 90s, mike patton",Midlife Crisis,Faith No More,59.0,1992
Faithless,"6,3,4",Chorus,Insomnia,3 chord,Insomnia,Faithless,432014.0,2025032.0,"electronic, dance, trance, House, trip-hop",,,,
Fake Problems,"1,5,1",Chorus,The Dream Team,3 chord,The Dream Team,Fake Problems,13335.0,73021.0,"indie, punk, pop rock, folk punk, hand claps",,,,
Falco,"6,3,4",Chorus,Jeanny,3 chord,Jeanny,Falco,92239.0,446379.0,"80s, pop, german, austrian, falco",Jeanny,Falco,58.0,1985
Fall Of Troy,"1,2,6",Chorus,FCPREMIX,3 chord,FCPREMIX,The Fall of Troy,2274.0,17346.0,"Progressive rock, rock, indie, alternative, alternative rock",,,,
Fall Out Boy,"1,6,4",Chorus,America's Suitehearts,3 chord,America's Suitehearts,Fall Out Boy,227352.0,1675974.0,"rock, alternative, Fall Out Boy, alternative rock, pop punk",America's Suitehearts,Fall Out Boy,53.0,2008-01-01
Fall Out Boy,"6,1,4",Chorus,Centuries,3 chord,Centuries,Fall Out Boy,347361.0,2866358.0,"rock, alternative, punk rock, 2014, pop punk",Centuries,Fall Out Boy,81.0,2015-01-20
Fall Out Boy,"4,5,6",Chorus,Fourth of July,3 chord,Fourth of July,Fall Out Boy,94194.0,689450.0,"pop punk, best songs of 2015, son lux, fob, electronic",,,,
Fall Out Boy,"1,6,4",Chorus,I'm Like A Lawyer,3 chord,I'm like a lawyer,Fall Out Boy,1498.0,9226.0,,,,,
Fall Out Boy,"1,5,4",Chorus,Irresistible,3 chord,Irresistible,Fall Out Boy,145547.0,1089667.0,"rock, alternative, pop rock, pop punk, love at first listen",Irresistible,Fall Out Boy,66.0,2015-01-20
Fall Out Boy,"4,6,4",Verse,My Songs Know What You Did In The Dark,3 chord,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy,378647.0,3651898.0,"rock, alternative, alternative rock, pop rock, Fall Out Boy",,,,
Fall Out Boy,"1,4,6",Verse,Sugar We're Going Down,3 chord,Sugar We're Going Down,Fall Out Boy,39782.0,275204.0,"emo, rock, alternative, punk, pop punk",,,,
Fall Out Boy,"6,4,5",Chorus,Thanks For The Memories,3 chord,Thanks For The Memories,Fall Out Boy,138761.0,1217287.0,"rock, pop punk, punk rock, emo, alternative",,,,
Fall Out Boy,"4,5,6",Chorus,Thnks fr th Mmrs,3 chord,Thnks fr th Mmrs,Fall Out Boy,725245.0,5792143.0,"rock, pop punk, emo, alternative, punk rock",Thnks fr th Mmrs,Fall Out Boy,78.0,2007-01-01
Fall Out Boy,"1,5,6",Verse,Young Volcanoes,3 chord,Young Volcanoes,Fall Out Boy,149464.0,1330149.0,"pop punk, Fall Out Boy, alternative, pop rock, american",Young Volcanoes,Fall Out Boy,57.0,2013-01-01
Falling In Reverse,"1,4,6",Intro,Bad Girls Club,3 chord,Bad Girls Club,Falling in Reverse,23925.0,171834.0,"post-hardcore, metalcore, pop punk, post hardcore, electropop",,,,
FamicomForever,"1,4,5",Chorus,Tame Trip,3 chord,Tame Trip,FamicomForever,1.0,1.0,,,,,
Family of the Year,"1,6,3",Chorus,Hero,3 chord,Hero,Family of the Year,288184.0,1894027.0,"indie, folk, 2013, boyhood, pop",Hero,Family of the Year,66.0,2012-07-10
Fancy,"6,2,5",Intro,Flames Of Love,3 chord,Flames of Love,Fancy,44562.0,196658.0,"80s, Disco, pop, Italo Disco, dance",Flames of Love,Fancy,31.0,2013
Fanfarlo,"1,4,5",Verse,Harold T Wilkins,3 chord,Harold T Wilkins,Fanfarlo,3750.0,17432.0,"indie, pretentious, sxsw 2009, sxsw2009, Birthday track",,,,
Fanta Idol,"5,6,4",Chorus,Fanta Time,3 chord,,,,,,,,,
Fast Distance,"6,1,4",Chorus,Heaven's Melody - Haris C Remix,3 chord,Heaven's Melody - Haris C Remix,Fast Distance,109.0,153.0,,Heaven's Melody - Haris C Remix,Fast Distance,2.0,2008-11-04
Fastball,"1,5,6",Chorus,Out Of My Head,3 chord,Out of My Head,Fastball,159294.0,621672.0,"90s, alternative, rock, pop, alternative rock",,,,
Fastball,"1,5,6",Chorus,The Way,3 chord,The Way,Fastball,261015.0,1173432.0,"90s, alternative, rock, alternative rock, pop",The Way,Fastball,65.0,1998-01-01
Faul - Wad Ad vs Pnau,"6,1,5",Verse,Changes,3 chord,Changes,FAUL - Wad Ad vs Pnau,4.0,6.0,,,,,
Feed Me and Kill The Noise,"1,5,4",Verse,Far Away,3 chord,Far Away,Feed Me & Kill the Noise,1606.0,8547.0,,,,,
Fegie,"6,3,4",Verse and Pre-Chorus,LA Love,3 chord,,,,,,,,,
Feist,"1,2,6",Verse,1234,3 chord,1234,Feist,677383.0,4054507.0,"female vocalists, indie, indie pop, singer-songwriter, Canadian",1234,Feist,62.0,2007-01-01
Felix Cartal feat Ofelia,"1,5,4",Verse and Pre-Chorus,New Scene - Lucky Date Remix,3 chord,,,,,,,,,
Fences,"1,4,1",Chorus,Arrows,3 chord,Arrows,Fences,502.0,3101.0,,,,,
Feng huang chuan qi,"1,6,1",Verse,Zui xuan min zu feng,3 chord,,,,,,,,,
Fereydoun,"6,4,5",Verse,Faseleha,3 chord,Faseleha,Fereydoun,127.0,767.0,"pop, love songs, Persian, persian pop",Faseleha,Fereydoun,15.0,2010-06-01
Fergie,"1,5,6",Chorus,Big Girls Don't Cry,3 chord,Big Girls Don't Cry,Fergie,402639.0,2152774.0,"pop, Fergie, female vocalists, rnb, Ballad",,,,
Fetty Wap,"6,1,4",Chorus,679,3 chord,679,Fetty Wap,3596.0,17510.0,"good, 2015",,,,
Fifth Harmony,"1,6,5",Chorus,Worth It,3 chord,Worth It,Fifth Harmony,234291.0,1477797.0,"pop, female vocalists, dance, kid ink, rnb",Worth It,Fifth Harmony,76.0,2015-01-30
Filthy Frank,"1,6,5",Intro,WEEABOO SONG,3 chord,WEEABOO SONG,Filthy Frank,412.0,1565.0,,,,,
Final Fantasy X-2,"4,5,6",Intro and Verse,Eternity Memory Of Lightwaves,3 chord,Eternity Memory Of Lightwaves,松枝賀子 & 江口貴勅,74.0,785.0,,,,,
Fine Young Cannibals,"1,4,6",Chorus,She Drives Me Crazy,3 chord,She Drives Me Crazy,Fine Young Cannibals,346500.0,1525072.0,"80s, pop, new wave, rock, british",She Drives Me Crazy,Fine Young Cannibals,73.0,1988-01-01
Fire Bomber,"6,4,1",Chorus,Macross 7 - Try Again,3 chord,,,,,,,,,
Fire When Ready,"1,6,4",Verse,We All Need Reminders,3 chord,We All Need Reminders,Fire When Ready,1541.0,8041.0,heard on Pandora,We All Need Reminders,Fire When Ready,5.0,2005-06-01
Firewall,"6,3,5",Chorus,Kilimanjaro,3 chord,Kilimanjaro,Firewall,1038.0,4713.0,"trance, progressive trance",,,,
Firewall,"4,6,5",Chorus,Sincere - Pulser Mix,3 chord,Sincere - Pulser Mix,Firewall,1381.0,3216.0,,Sincere - Pulser Mix,Firewall,16.0,2003-05-08
Fitz and The Tantrums,"4,6,5",Chorus,Out Of My League,3 chord,Out Of My League,Fitz and the Tantrums,164202.0,1048719.0,"indie, indie pop, alternative, music choice: alternative, 10s",,,,
Five,"1,2,4",Intro,Slam Dunk - Da Funk,3 chord,,,,,,,,,
Five For Fighting,"1,5,4",Chorus Lead-Out,100 Years,3 chord,100 Years,Five for Fighting,324071.0,1679990.0,"piano, pop, alternative, Five for Fighting, singer-songwriter",,,,
Flaming Jets,"1,4,1",Chorus,Shiver,3 chord,,,,,,,,,
Fleet Foxes,"1,2,3",Verse,He Doesn't Know Why,3 chord,He Doesn't Know Why,Fleet Foxes,441036.0,3126121.0,"indie, folk, indie folk, folk rock, alternative",He Doesn't Know Why,Fleet Foxes,49.0,2008-06-03
Fleet Foxes,"4,5,1",Verse,Isles,3 chord,Isles,Fleet Foxes,64887.0,271640.0,"folk, mpsvdloved, alternative, fleet foxes, mpsvd-relax-c",Isles,Fleet Foxes,35.0,2018-11-09
Fleet Foxes,"1,4,5",Verse,Tiger Mountain Peasant Song,3 chord,,,,,,,,,
Fleetwood Mac,"1,5,4",Verse,Don't Stop,3 chord,Don't Stop,Fleetwood Mac,476676.0,2317808.0,"classic rock, 70s, rock, Fleetwood Mac, pop",Don't Stop,Fleetwood Mac,52.0,1988-11-21
Fleetwood Mac,"4,5,4",Intro,Dreams,3 chord,Dreams,Fleetwood Mac,653894.0,4165264.0,"classic rock, 70s, Fleetwood Mac, rock, pop",,,,
Fleetwood Mac,"4,5,6",Chorus,Everywhere,3 chord,Everywhere,Fleetwood Mac,454568.0,2396953.0,"80s, classic rock, pop, rock, Fleetwood Mac",Everywhere,Fleetwood Mac,57.0,1988-11-21
Fleetwood Mac,"1,4,5",Intro and Verse,Gypsy,3 chord,Gypsy,Fleetwood Mac,291359.0,1531099.0,"classic rock, Fleetwood Mac, 80s, rock, pop",Gypsy,Fleetwood Mac,72.0,1988-11-21
Fleetwood Mac,"6,1,4",Chorus,Little Lies,3 chord,Little Lies,Fleetwood Mac,408419.0,2111847.0,"80s, classic rock, pop, rock, soft rock",Little Lies,Fleetwood Mac,60.0,1988-11-21
Fleetwood Mac,"4,6,4",Verse,Rhiannon,3 chord,Rhiannon,Fleetwood Mac,414300.0,2326756.0,"classic rock, rock, 70s, Fleetwood Mac, pop",Rhiannon,Fleetwood Mac,70.0,1975-07-11
Fleetwood Mac,"6,4,5",Chorus,The Chain,3 chord,The Chain,Fleetwood Mac,487729.0,3050851.0,"classic rock, rock, 70s, Fleetwood Mac, pop",,,,
Flip and Fill,"4,5,6",Pre-Chorus,Irish Blue,3 chord,Irish Blue,Flip & Fill,533.0,2237.0,dance,,,,
Flo RIda,"4,1,5",Chorus,Whistle,3 chord,Whistle,Flo Rida,389615.0,2679917.0,"Hip-Hop, Flo Rida, pop, 2012, dance",Whistle,Flo Rida,76.0,2012-06-22
Flo Rida,"1,4,1",Chorus,Club Can't Handle Me,3 chord,Club Can't Handle Me,Flo Rida,53822.0,373122.0,"dance, party, Hip-Hop, pop, rap",,,,
